Positive,این قوم شستشو واقعا عالیه مخصوصا برای پوست های چرب و جوشدار
Positive,این لپ تاپ هم الان و هم حداقل در دو سال آینده قادر به اجرای بازی خواهد بود و نسبت به قیمتش خیلی امکانات خوبی داره .
Positive,نسبت به قیمتش چیز خوبیه ولی خب دیگه عصر این چیزا گذشته الان وبکمهای HD اومده با قیمت مناسب تازه این ویندوز 7 رو ساپورت نمیکنه !
Positive,این دوربین با این که 1 مگاپیکسل به حسگر آن اضافه شده شاید خیلی محسوس نباشد ولی استفاده از پردازنده اکسپید 4 عالیه . من حتما این دوربینو میخرم فقظ خدا کنه خیلی گرون نباشد
Positive,این قلم دیروز به دستم رسید.برای گوشی سامسونگ خریدم.دقت خوبی داره و ازش راضی هستم.ممنون از دیجی کالا
Positive,هندزفری خیلی خوبی هستش باسش تقریبا خوبه یعنی از هندزفری های سامسونگ خیلی بهتره حداقل در مجموع با این قیمت واقعا عالیه و ارزش خرید داره
Positive,خیلی خوبه 1 سال داریمش حرف نداری خیلی کم صدا هستش مصرف برقشم خیلی خوبه
Positive,وان فوق الادس . فور بگیرید اشتباه کردید . هیچی نمیگم فقط عالیه چیزی بگم اشتباه کردم.چون جای حرفی نزاشته . بدون شک بخرید و استفاده های متفاوت کنید .
Positive,بسیار زیبا و عالی هستش
Positive,اگه بهتر از این پیدا کردید منم خبر کنید
Positive,من اینو داشتم ولی رنگ ادکلن این نبود ولی اورجینال بود.واقعا عالی بود
Positive,واقعا گوشی خیلی قویه از همه نظر بهترینه همه جور سنسور و امکانات هم داره توی هیچ کاری کم نمیاره بهترین انتخاب به نظر من هرچند قیمتش خیلی بالاست .
Positive,من اینو هدیه گرفتم . اولش چون دیدم تعداد موچین هاش 20 تاست نگران شدم ، ولی همون دفعه اول که استفاده کردم فهمیدم هیچ فرقی با دستگاه های چهل موچینی نداره ! کارایی شون یکیه من واقعا ازین محصول راضی ام چون توقع من رو از یک دستگاه اپیلاتور برآورده کرد ، هم ماساژور داره ، هم چراغ نشانگر ، در نتیجه هیچ مویی روی پوست جا نمی مونه و بخاطر ماساژور درد کمتری داره و پوست خراش نمی بینه
