Positive,حتما پیشنهاد میکنم ممنون ازدیجی کالا
Positive,سلام خیلی تبلت خوبیه مهمترین برتریش نسبت به تبلتای دیگه بدنه تمام آلمنیومیش که برای من به شخصه خیلی با اهمیت بود و گارانتی خوبی که داره و خوب از کیفتشم که آگاهی داشتم مرسی از معرفی کالا : )
Positive,ارزش خرید داره .
Positive,دارمش و راضی ام ازش
Positive,جون هر کی دوست داری زود موجودش کن که خیلی ازش خوشم اومده
Positive,کتاب فوق العاده و بسیار اموزنده ایه به نظرم همه خانمها باید این کتابو بخونند ترجمه کتابم خیلی خوبه
Positive,واقعا باید با lg تبریک گفت که توانست بهترین گوشی خود یعنی g3 مقام دوم را بعد ایفون 6 کسب کند
Positive,با سلام و عرض خسته نباشید خدمت کاربران و سایت دیجیکالا این گوشی تقریبا 3 روزه به دست من رسیده و تو یه کلام میتونم بگم که فوق العادس فقط یه مورد هست که میخواستم به دوستانم بگم که از فکر کار با یک دست با این گوشی حتی با استفاده از قابلیت جدیداپل یعنی reachability بیرون بیاین . ولی اگر عادت به کار با فبلت را دارید این بهترینه من این گوشی رو با گلکسی نوت 4 هم مقایسه کردم . هر دو گوشی واقعا عالی هستند و رقیب همدیگر . آیفون به مراتب روان تر و زیبا تر . ولی نوت 4 نه چندان زیبا ولی به دلیل قلمی که داره میتونه انتخاب خوبی برای کسایی باشه که علاقه به نوشتن در گوشی دارند . خواستم یه راهنمایی به کاربران سایت کنم . ممنون که تا آخر نظرم رو خواندید . موفق باشید
Positive,همه چیزش خوبه فقط یکم طول برد وای فایش کم است برای مصرف خانگی خوبه البته برای انهایی که توی اپارتمان هستن نه انهایی که توی منزل ویلایی زندگی می کنن چون تا توی حیاط خط نمی دهد فقط در محدوده اتاق ها در کل وسیله ی خوبیه انهایی که اپارتمان دارید در خریدش شک نکنید
Positive,دوستان بنظرم مدل sbh52کاربردی تره من که مدل 52 دارم ازش راضیم حتما اگه خواستین هندزفری بخرین به مشخصات 52 نگاه کنید ، کیفیت خوبی هم داره
Positive,تمیز کردنش خیلی بهتر از مدل دستیه ولی قدرتش دقیقا ارتباط عکس با باتریش داره . یعنی من تفاوت عملکرد با باتری 80 % رو نسبت به 100 % متوجه میشم . این یعنی همیشه فول شارژ استفاده بشه کارایی تو بهترین حالته که اینم یه نقطه ضعفه چون حوصله میخواد همیشه پایه شارژ متصل به برق باشه
Positive,واقعا کیفیت تقویت کنندگی خوبی داره که صد البته به نوع باند هم بستگی داره من روی باندهای پایونییر 6975 بستم ، آخر سیستم صوتی شده و می ترکونه .
Positive,من گرفتم واقعا عالیه تو خریدش شک نکنید.من برا کار معماری گرفتم .
Positive,من . 3 هفته است از ایفون 6 64 استفاده کردم . قبلش هم ایفون 4 و 5 اس داشتم کیفیت ساختش خوبه هنگ تاحالا نکرده باطریش معمولیه نهایتا 1 روز شایدم کمتر شارژ میده دوربین و کیفیت صفحه عالی ولی توی این 3 هفته 4 بار از دستم زمین خورده که تاحالا سابقه نداشته اینقدر گوشی از دستم لیز بخوره ولی به لطف گارد خوبش به خود گوشی اسیبی نرسیده و به نظر من 2 میلیون پول گوشی میدیم و 1 میلیون پول مارک . و اگه کسی فکر کلاس کار نیست و گوشی رو صرفا واسه استفاده متعارف روزانه و مکالمه میخواد گزینه های ارزان تر مناسب تر هستن و کاربر ارامش بیشتری باهاشون داره
Positive,ساعت بسیار زیبا وشیکیه
Positive,خدایی نسبت به قیمتش عالیه
Neutral,در جواب به مهمان که گفته بودند چه طور میشه اطلاعات رو اس دی کارت ذخیره بشه : وارد file manager بشید کلید راست کلیک ( کلید سمت راست home - پایین گوشی ) storage رو بزنید default storage location رو بزنید sd کارت رو انتخاب کنید حالش رو ببرید : )
